author,published_at,like_count,text,public,video_id,text_clean,text_normalized,text_final,label
@riyanriyono3052,2026-03-26T06:01:10Z,0,"Akhirnya ngomu membahas mbg juga!, Sebagai orang awam yang hidup di desa walaupun dipulau Jawa, permainan oknum, ketidaktransparansi lembaga, calo, hal"" yang bersifat korup, merusak, dan menguntungkan diri sendiri adalah hal umum yang terjadi dipedesaan, masyarakat seperti ini yang menghambat apapun yang sebenernya berniat baik menjadi melenceng",True,lmcwEO9Lqe8,akhirnya ngomu membahas mbg juga sebagai orang awam yang hidup di desa walaupun dipulau jawa permainan oknum ketidaktransparansi lembaga calo hal yang bersifat korup merusak dan menguntungkan diri sendiri adalah hal umum yang terjadi dipedesaan masyarakat seperti ini yang menghambat apapun yang sebenernya berniat baik menjadi melenceng,akhirnya ngomu membahas makan bergizi gratis juga sebagai orang awam yang hidup di desa walaupun dipulau jawa permainan oknum ketidaktransparansi lembaga calo hal yang bersifat korup merusak dan menguntungkan diri sendiri adalah hal umum yang terjadi dipedesaan masyarakat seperti ini yang menghambat apapun yang sebenernya berniat baik menjadi melenceng,ngomu membahas makan bergizi gratis awam hidup desa dipulau jawa permainan oknum ketidaktransparansi lembaga calo bersifat korup merusak menguntungkan umum dipedesaan masyarakat menghambat apapun sebenernya berniat melenceng,Netral
@NgomonginUang,2026-03-26T23:06:30Z,0,"Jujur ini yang sering kejadian 😅
Programnya niatnya bagus, tapi kalah sama “realita lapangan”.
Jadi mungkin diskusinya perlu naik level:
bukan cuma setuju/tidak, tapi gimana bikin sistemnya anti-penyimpangan?",True,lmcwEO9Lqe8,jujur ini yang sering kejadian programnya niatnya bagus tapi kalah sama realita lapangan jadi mungkin diskusinya perlu naik level bukan cuma setuju tidak tapi gimana bikin sistemnya anti penyimpangan,jujur ini yang sering kejadian programnya niatnya bagus tapi kalah sama realita lapangan jadi mungkin diskusinya perlu naik level bukan cuma setuju tidak tapi gimana bikin sistemnya anti penyimpangan,jujur kejadian programnya niatnya bagus kalah realita lapangan diskusinya level setuju gimana bikin sistemnya anti penyimpangan,Positif
@gibranbhala7511,2026-03-26T05:57:23Z,23,"tapi ada yang paling buruk selain dapur SPPG yaitu mitranya dapur SPPG, soalnya gua pernah kerja di pabrik roti yang bermitra dengan dapur SPPG untuk memasok roti demi kelancaran program MBG, disana gua kerja dari jam 7 sampai 10 malam tanpa jam istirahat dan di gaji 70rb perhari, memang cerita gua ini terdengar mengada-ngada tetapi cerita ini memang murni dari pengalaman gua saat bulan ramadhan kemarin.

dan lu tau apa hal yang paling buruk yang ada di pabrik roti itu?

mereka juga memperkerjakan pekerja remaja dibawah umur, bayangkan anak 14-16 tahun sudah di suruh kerja sekeras seperti itu, mereka (bos-bos mitra SPPG) memang biadab dan tidak berperikemanusiaan.",True,lmcwEO9Lqe8,tapi ada yang paling buruk selain dapur sppg yaitu mitranya dapur sppg soalnya gua pernah kerja di pabrik roti yang bermitra dengan dapur sppg untuk memasok roti demi kelancaran program mbg disana gua kerja dari jam sampai malam tanpa jam istirahat dan di gaji rb perhari memang cerita gua ini terdengar mengada ngada tetapi cerita ini memang murni dari pengalaman gua saat bulan ramadhan kemarin dan lu tau apa hal yang paling buruk yang ada di pabrik roti itu mereka juga memperkerjakan pekerja remaja dibawah umur bayangkan anak tahun sudah di suruh kerja sekeras seperti itu mereka bos bos mitra sppg memang biadab dan tidak berperikemanusiaan,tapi ada yang paling buruk selain dapur sppg yaitu mitranya dapur sppg soalnya gua pernah kerja di pabrik roti yang bermitra dengan dapur sppg untuk memasok roti demi kelancaran program makan bergizi gratis disana gua kerja dari jam sampai malam tanpa jam istirahat dan di gaji rb perhari memang cerita gua ini terdengar mengada ngada tetapi cerita ini memang murni dari pengalaman gua saat bulan ramadhan kemarin dan kamu tau apa hal yang paling buruk yang ada di pabrik roti itu mereka juga memperkerjakan pekerja remaja dibawah umur bayangkan anak tahun sudah di suruh kerja sekeras seperti itu mereka bos bos mitra sppg memang biadab dan tidak berperikemanusiaan,buruk dapur sppg mitranya dapur sppg gua pabrik roti bermitra dapur sppg memasok roti kelancaran program makan bergizi gratis disana gua jam malam jam istirahat gaji rb perhari cerita gua terdengar mengada ngada cerita murni pengalaman gua ramadhan kemarin tau buruk pabrik roti memperkerjakan pekerja remaja dibawah umur bayangkan anak tahun suruh sekeras bos bos mitra sppg biadab berperikemanusiaan,Negatif
@NgomonginUang,2026-03-27T08:14:22Z,4,"Terima kasih udah share pengalaman kayak gini 🙏
Kalau memang terjadi seperti itu, ini jelas bukan cuma soal program, tapi sudah masuk ke isu serius di sisi ketenagakerjaan & pengawasan mitra.
Program sebesar ini memang sangat bergantung ke rantai mitranya.
Kalau di level mitra ada praktik yang tidak manusiawi, itu berarti: sistem seleksi & pengawasannya perlu dievaluasi serius
Dan poin soal pekerja di bawah umur juga nggak bisa dianggap ringan—
karena itu sudah masuk ranah yang seharusnya diawasi ketat.
Mungkin yang penting sekarang: bagaimana kasus-kasus seperti ini bisa dilaporkan & ditindak,
supaya programnya nggak justru merugikan pihak lain di belakang layar.",True,lmcwEO9Lqe8,terima kasih udah share pengalaman kayak gini kalau memang terjadi seperti itu ini jelas bukan cuma soal program tapi sudah masuk ke isu serius di sisi ketenagakerjaan pengawasan mitra program sebesar ini memang sangat bergantung ke rantai mitranya kalau di level mitra ada praktik yang tidak manusiawi itu berarti sistem seleksi pengawasannya perlu dievaluasi serius dan poin soal pekerja di bawah umur juga nggak bisa dianggap ringan karena itu sudah masuk ranah yang seharusnya diawasi ketat mungkin yang penting sekarang bagaimana kasus kasus seperti ini bisa dilaporkan ditindak supaya programnya nggak justru merugikan pihak lain di belakang layar,terima kasih sudah share pengalaman seperti gini kalau memang terjadi seperti itu ini jelas bukan cuma soal program tapi sudah masuk ke isu serius di sisi ketenagakerjaan pengawasan mitra program sebesar ini memang sangat bergantung ke rantai mitranya kalau di level mitra ada praktik yang tidak manusiawi itu berarti sistem seleksi pengawasannya perlu dievaluasi serius dan poin soal pekerja di bawah umur juga tidak bisa dianggap ringan karena itu sudah masuk ranah yang seharusnya diawasi ketat mungkin yang penting sekarang bagaimana kasus kasus seperti ini bisa dilaporkan ditindak supaya programnya tidak justru merugikan pihak lain di belakang layar,terima kasih pengalaman gini program isu serius sisi ketenagakerjaan pengawasan mitra program bergantung rantai mitranya level mitra praktik manusiawi sistem seleksi pengawasannya dievaluasi serius poin pekerja umur dianggap ringan ranah diawasi ketat dilaporkan ditindak programnya merugikan layar,Positif
@ariseptiana148,2026-03-29T05:00:03Z,0,"Dan saya sebagai walmur, pas ramadhan kemarin, dapat mbg yang ada menu rotinya, rotinya tidak enak (seperti kebanyakan raginya) dan berakhir tidak kemakan.",True,lmcwEO9Lqe8,dan saya sebagai walmur pas ramadhan kemarin dapat mbg yang ada menu rotinya rotinya tidak enak seperti kebanyakan raginya dan berakhir tidak kemakan,dan saya sebagai walmur pas ramadhan kemarin dapat makan bergizi gratis yang ada menu rotinya rotinya tidak enak seperti kebanyakan raginya dan berakhir tidak kemakan,walmur pas ramadhan kemarin makan bergizi gratis menu rotinya rotinya kebanyakan raginya kemakan,Netral
@NurRachmat-kk2vl,2026-03-31T04:34:34Z,0,"selalu ada selisih harga jual dan beli antara sppg dan suppliernya, kemana kah? dan akhirnya kualitas, tenaga kerja, biaya operasional ditekan sekecil mungkin oleh supplier buat menuhin keinginan sppg",True,lmcwEO9Lqe8,selalu ada selisih harga jual dan beli antara sppg dan suppliernya kemana kah dan akhirnya kualitas tenaga kerja biaya operasional ditekan sekecil mungkin oleh supplier buat menuhin keinginan sppg,selalu ada selisih harga jual dan beli antara sppg dan suppliernya kemana kah dan akhirnya kualitas tenaga kerja biaya operasional ditekan sekecil mungkin oleh supplier buat menuhin keinginan sppg,selisih harga jual beli sppg suppliernya kemana kah kualitas tenaga biaya operasional ditekan supplier menuhin sppg,Tidak Berlabel
@beeeducationcenter9657,2026-03-26T05:51:59Z,0,MBG proyek utk cari modal buat nyalon di 2029,True,lmcwEO9Lqe8,mbg proyek utk cari modal buat nyalon di,makan bergizi gratis proyek untuk cari modal buat nyalon di,makan bergizi gratis proyek cari modal nyalon,Netral
@arisusanto8215,2026-03-26T05:51:15Z,0,"Negara lebih mengutamakan isi perut ketimbang isi otak, biar rakyat mudah di atur😂",True,lmcwEO9Lqe8,negara lebih mengutamakan isi perut ketimbang isi otak biar rakyat mudah di atur,negara lebih mengutamakan isi perut ketimbang isi otak biar rakyat mudah di atur,negara mengutamakan isi perut ketimbang isi otak biar rakyat mudah atur,Tidak Berlabel
@POHONAPI-f3y8d,2026-03-26T05:47:38Z,2,Dan kenapa harus pakai anggaran pendidikan,True,lmcwEO9Lqe8,dan kenapa harus pakai anggaran pendidikan,dan kenapa harus pakai anggaran pendidikan,pakai anggaran pendidikan,Tidak Berlabel
@FahriYain,2026-03-26T09:12:22Z,1,La anggaran pendidikan naik terus tp rata2 iqnya malah 78,True,lmcwEO9Lqe8,la anggaran pendidikan naik terus tp rata iqnya malah,la anggaran pendidikan naik terus tapi rata iqnya malah,la anggaran pendidikan rata iqnya,Tidak Berlabel
@MaulanaAr-v1q,2026-03-26T05:43:25Z,0,Lebih tepatnya beban baru. Karena ada masalah makanan yang beracun. Tidak layak dimakan.,True,lmcwEO9Lqe8,lebih tepatnya beban baru karena ada masalah makanan yang beracun tidak layak dimakan,lebih tepatnya beban baru karena ada masalah makanan yang beracun tidak layak dimakan,tepatnya beban makanan beracun layak dimakan,Tidak Berlabel
@shinymilotic4877,2026-03-26T05:33:44Z,0,Ketololan massal dipertontonkan para Voters 02 di pemilu 2024,True,lmcwEO9Lqe8,ketololan massal dipertontonkan para voters di pemilu,ketololan massal dipertontonkan para voters di pemilu,ketololan massal dipertontonkan voters pemilu,Tidak Berlabel
@WekaYara,2026-03-26T05:19:55Z,0,Masalah kita itu soal pembangunan itu lebih ke kualitas ASN kita sampai pejabat dari tingkat desa sampai ke provinsi yg kualitasnya rendah. Mau bangun apa aja pasti dikorupsi.,True,lmcwEO9Lqe8,masalah kita itu soal pembangunan itu lebih ke kualitas asn kita sampai pejabat dari tingkat desa sampai ke provinsi yg kualitasnya rendah mau bangun apa aja pasti dikorupsi,masalah kita itu soal pembangunan itu lebih ke kualitas asn kita sampai pejabat dari tingkat desa sampai ke provinsi yang kualitasnya rendah mau bangun apa saja pasti dikorupsi,pembangunan kualitas asn pejabat tingkat desa provinsi kualitasnya rendah bangun dikorupsi,Negatif
@IkaputriKurniasari,2026-03-26T05:18:11Z,0,"Untuk yg punya kepentingan, tapi bukan untuk *ujung targetnya (*seluruh siswa di seantero Indonesia, itu hanya dalihnya aja)",True,lmcwEO9Lqe8,untuk yg punya kepentingan tapi bukan untuk ujung targetnya seluruh siswa di seantero indonesia itu hanya dalihnya aja,untuk yang punya kepentingan tapi bukan untuk ujung targetnya seluruh siswa di seantero indonesia itu hanya dalihnya saja,kepentingan ujung targetnya siswa seantero indonesia dalihnya,Netral
@riobudianto1701,2026-03-26T05:16:13Z,0,Sayangnya presiden kita ga mau sama sekali mendengar keluhan rakyat,True,lmcwEO9Lqe8,sayangnya presiden kita ga mau sama sekali mendengar keluhan rakyat,sayangnya presiden kita tidak mau sama sekali mendengar keluhan rakyat,sayangnya presiden mendengar keluhan rakyat,Tidak Berlabel
@Adhi.Santoso,2026-03-26T05:12:46Z,0,"6juta per hari itu apa ya min? kalo ada 944 siswa rata-rata, bulatkan saja 1.000 siswa. ambil data dari 83.000.000/88.000 dapur = 944 penerima manfaat. kalo dijatah 6juta/1.000 siswa = 6.000 per siswa. 6.000 itu. harga modal aja. ga cukup kalo sudah termasuk omset. minimal 12.000-15.000 per porsi.",True,lmcwEO9Lqe8,juta per hari itu apa ya min kalo ada siswa rata rata bulatkan saja siswa ambil data dari dapur penerima manfaat kalo dijatah juta siswa per siswa itu harga modal aja ga cukup kalo sudah termasuk omset minimal per porsi,juta per hari itu apa ya min kalo ada siswa rata rata bulatkan saja siswa ambil data dari dapur penerima manfaat kalo dijatah juta siswa per siswa itu harga modal saja tidak cukup kalo sudah termasuk omset minimal per porsi,juta min kalo siswa rata rata bulatkan siswa ambil data dapur penerima manfaat kalo dijatah juta siswa siswa harga modal kalo omset minimal porsi,Negatif
@ipankh4534,2026-03-26T05:12:33Z,0,"Si Hendrik homoboti,duta joget mbg 😂😂😂",True,lmcwEO9Lqe8,si hendrik homoboti duta joget mbg,si hendrik homoboti duta joget makan bergizi gratis,si hendrik homoboti duta joget makan bergizi gratis,Netral
@simbahzamannow,2026-03-26T05:11:38Z,0,MBG  PEMBOROSAN TINGKAT DEWA,True,lmcwEO9Lqe8,mbg pemborosan tingkat dewa,makan bergizi gratis pemborosan tingkat dewa,makan bergizi gratis pemborosan tingkat dewa,Negatif
@akj8697,2026-03-26T05:08:08Z,0,YaAllah tolong potong usia bapak manula npd sakit jiwa itu dalam waktu dekat yaAllaaah amiiiin,True,lmcwEO9Lqe8,yaallah tolong potong usia bapak manula npd sakit jiwa itu dalam waktu dekat yaallaaah amiiiin,yaallah tolong potong usia bapak manula npd sakit jiwa itu dalam waktu dekat yaallaaah amiiiin,yaallah tolong potong usia manula npd sakit jiwa waktu yaallaaah amiiiin,Tidak Berlabel
@PuyDean,2026-03-26T05:05:46Z,0,"MBG program Anyiiing, ga tepat sasaran dan memperkaya sebagian manusia yang rakus, yang goblok nya Oposisi tidak ada yg pernah mengingatkan, manusia manusia pemikir pada molor semua",True,lmcwEO9Lqe8,mbg program anyiiing ga tepat sasaran dan memperkaya sebagian manusia yang rakus yang goblok nya oposisi tidak ada yg pernah mengingatkan manusia manusia pemikir pada molor semua,makan bergizi gratis program anyiiing tidak tepat sasaran dan memperkaya sebagian manusia yang rakus yang goblok nya oposisi tidak ada yang pernah mengingatkan manusia manusia pemikir pada molor semua,makan bergizi gratis program anyiiing sasaran memperkaya manusia rakus goblok oposisi manusia manusia pemikir molor,Kritik
@FahriYain,2026-03-26T05:05:10Z,0,"lah ngapain pelaku usaha kecil sama umkm jadi pemasok mbg? ya kalo tujuannya gerakin ekonomi kan emang harus make vendor besar biar mereka bisa nambah karyawan dan kasi gaji layak ke karyawannya terus si karyawan itu yang beli beli di UMKM. Bayangin orang kerja di umkm banyak yg upahnya cuman1/3 bahkan 1/4 umk belom lagi beban kerja yang overwork dan overtime berkedok loyalitasnya, mau diminta muter roda ekoonomi???",True,lmcwEO9Lqe8,lah ngapain pelaku usaha kecil sama umkm jadi pemasok mbg ya kalo tujuannya gerakin ekonomi kan emang harus make vendor besar biar mereka bisa nambah karyawan dan kasi gaji layak ke karyawannya terus si karyawan itu yang beli beli di umkm bayangin orang kerja di umkm banyak yg upahnya cuman bahkan umk belom lagi beban kerja yang overwork dan overtime berkedok loyalitasnya mau diminta muter roda ekoonomi,lah ngapain pelaku usaha kecil sama umkm jadi pemasok makan bergizi gratis ya kalo tujuannya gerakin ekonomi kan memang harus make vendor besar biar mereka bisa nambah karyawan dan kasi gaji layak ke karyawannya terus si karyawan itu yang beli beli di umkm bayangin orang kerja di umkm banyak yang upahnya cuman bahkan umk belom lagi beban kerja yang overwork dan overtime berkedok loyalitasnya mau diminta muter roda ekoonomi,ngapain pelaku usaha umkm pemasok makan bergizi gratis kalo tujuannya gerakin ekonomi make vendor biar nambah karyawan kasi gaji layak karyawannya si karyawan beli beli umkm bayangin umkm upahnya cuman umk belom beban overwork overtime berkedok loyalitasnya muter roda ekoonomi,Netral
@fikrisatriamashuri2263,2026-03-26T05:04:20Z,0,Mending Nontonin Bennix Lebih Masuk Akal Dan Jelas,True,lmcwEO9Lqe8,mending nontonin bennix lebih masuk akal dan jelas,mending nontonin bennix lebih masuk akal dan jelas,mending nontonin bennix akal,Tidak Berlabel
@ayieee888,2026-03-26T05:01:59Z,0,hidup HENDRIK uget uget 💰🎉🕺🕺🕺,True,lmcwEO9Lqe8,hidup hendrik uget uget,hidup hendrik uget uget,hidup hendrik uget uget,Tidak Berlabel
@StruggleSurvival,2026-03-26T04:54:37Z,0,"Pemerintah cukup paham istilah ""lapar galak kenyang bego (dan anteng)"". Alih2 mencerdaskan, lebih baik mengenyangkan.",True,lmcwEO9Lqe8,pemerintah cukup paham istilah lapar galak kenyang bego dan anteng alih mencerdaskan lebih baik mengenyangkan,pemerintah cukup paham istilah lapar galak kenyang bego dan anteng alih mencerdaskan lebih baik mengenyangkan,pemerintah paham istilah lapar galak kenyang bego anteng alih mencerdaskan mengenyangkan,Netral
